"ID_CODE","SIMPLIFIED","TRADITIONAL","PINYIN","TYPE","DESCRIPTION","HSK_LEVEL","MESURE_WORD","SYNONYME","SEE_ALSO"
"2933","武术","武術","wǔshù","(名) noun","military skill or technique (in former times); all kinds of martial art sports (some claiming spiritual development); self-defense; tradition of choreographed fights from opera and film (recent usage); also called kungfu 功夫","5","种","",""
"2934","武装","武裝","wǔzhuāng","(动) verb","arms; equipment; to arm; military; armed (forces)","6","","",""
"2935","歧视","歧視","qíshì","(形) adjective","to discriminate against; discrimination","6","","",""
"2936","歪","Same","wāi","(形) adjective","askew; at a crooked angle; devious; noxious","5","","",""
"2937","歪曲","Same","wāiqū","(动) verb","to distort; to misrepresent","6","","",""
"2938","歹徒","Same","dǎitú","(名) noun","evil-doer; malefactor; gangster; hoodlum","6","位","",""
"2939","死","Same","sǐ","(形) adjective, (动) verb","to die; impassable; uncrossable; inflexible; rigid; extremely","4","","",""
"2940","死亡","Same","sǐwáng","(形) adjective","to die; death","6","","",""
"2941","残忍","殘忍","cánrěn","(名) noun","cruel; mean; merciless; ruthless","6","","",""
"2942","残留","殘留","cánliú","(动) verb","to remain; left over; surplus; remnant","6","","",""
"2943","残疾","殘疾","cánjí","(形) adjective","disabled; handicapped; deformity on a person or animal","5","","",""
"2944","残酷","殘酷","cánkù","(形) adjective","cruel; cruelty","6","","",""
"2945","殖民地","Same","zhímín dì","(名) noun","colony","6","","",""
"2946","殴打","毆打","ōudǎ","(动) verb","to beat up; to come to blows; battery (law)","6","","",""
"2947","段","Same","duàn","(量) measure word","paragraph; section; segment; stage (of a process); measure word for stories, periods of time, lengths of thread etc; (Chinese surname)","3","","",""
"2948","毁灭","毀滅","huǐmiè","(动) verb","to perish; to ruin; to destroy","6","","",""
"2949","毅力","Same","yìlì","(名) noun","perseverance; willpower","6","","",""
"2950","毅然","Same","yìrán","(副) adverb","firmly; resolutely; without hesitation","6","","",""
"2951","母亲","","mǔqīn","","mother; also pr. with light tone [mu3 qin5]","","个","",""
"2952","母语","母語","mǔyǔ","(名) noun","native language; mother tongue; (linguistics) parent language","6","门","",""
"2953","每","Same","měi","(介) preposition, (副) adverb","each; every","2","","",""
"2954","毒品","Same","dúpǐn","(名) noun","drugs; narcotics; poison","6","","",""
"2955","毒素","","dúsù","","poison","","","",""
"2956","比","Same","bǐ","(动) verb, (介) preposition","(particle used for comparison and ""-er than""); to compare; to contrast; to gesture (with hands); ratio; Belgium; Belgian; abbr. for 比利時","2","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%AF%94&amp;cache=50521"" class=""pinyin"">b&igrave;</a> to associate with; to be near"
"2956","比","","bì","","to associate with; to be near","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%AF%94&amp;cache=434"" class=""pinyin"">bǐ</a> (particle used for comparison and &quot;-er than&quot;); to compare; to contrast; to gesture (with hands); ratio; Belgium; Belgian; abbr. for <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E6%AF%94%E5%88%A9%E6%99%82"">比利時</a>"
"2957","比例","Same","bǐlì","(名) noun","proportion; scale","5","","",""
"2958","比喻","Same","bǐyù","(名) noun","to compare; to liken to; metaphor; analogy; figure of speech; figuratively","6","","",""
"2959","比如","Same","bǐrú","(介) preposition","for example; for instance; such as","5","","",""
"2960","比方","Same","bǐfang","(名) noun, (介) preposition","analogy; instance","6","个","",""
"2961","比赛","比賽","bǐsài","(名) noun, (动) verb","competition (sports etc); match","3","场, 次","",""
"2962","比较","比較","bǐjiào","(名) noun, (动) verb, (副) adverb","to compare; to contrast; comparatively; relatively; quite; comparison","3","","",""
"2963","比重","Same","bǐzhòng","(名) noun","proportion; specific gravity","6","","",""
"2964","毕业","畢業","bìyè","(形) adjective, (动宾式) verb object","graduation; to graduate; to finish school","4","","",""
"2965","毕竟","畢竟","bìjìng","(名) noun, (副) adverb","after all; all in all; when all is said and done; in the final analysis","5","","",""
"2966","毛","Same","máo","(名) noun, (量) measure word","hair; feather; down; wool; mildew; mold; coarse or semifinished; young; raw; careless; unthinking; nervous; scared; (of currency) to devalue or depreciate; measure word for Chinese fractional monetary unit ( = 角 , = 1; 10 yuan or 10 fen 分); (Chinese surname)","5","根","",""
"2967","毛巾","Same","máojīn","(名) noun","towel","4","条","",""
"2968","毛病","Same","máobìng","(名) noun","fault; defect; shortcomings; ailment","5","个","",""
"2969","毫无","毫無","háowú","(形) adjective","not in the least; to completely lack","6","","",""
"2970","毫米","Same","háomǐ","(量) measure word","millimeter","6","","",""
"2971","民主","Same","mínzhǔ","(名) noun, (形) adjective","democracy","5","","",""
"2972","民族","Same","mínzú","(名) noun","nationality; ethnic group","4","个","",""
"2973","民用","Same","mínyòng","(名) noun","(for) civilian use","6","","",""
"2974","民间","民間","mínjiān","(名) noun","among the people; popular; folk; non-governmental; involving people rather than governments","6","","",""
"2975","气候","氣候","qìhòu","(名) noun","climate; atmosphere; situation","4","种","",""
"2976","气功","氣功","qìgōng","(名) noun","qigong, a system of deep breathing exercises","6","","",""
"2977","气势","氣勢","qìshì","(名) noun","imposing manner; loftiness; grandeur; energetic looks; vigor","6","","",""
"2978","气压","氣壓","qìyā","(名) noun","atmospheric pressure; barometric pressure","6","","",""
"2979","气味","氣味","qìwèi","(名) noun","odor; scent","6","","",""
"2980","气概","氣概","qìgài","(名) noun","lofty quality; mettle; spirit","6","","",""
"2981","气氛","氣氛","qìfēn","(名) noun","atmosphere; mood","5","","",""
"2982","气色","氣色","qìsè","(名) noun","complexion","6","","",""
"2983","气象","氣象","qìxiàng","(名) noun","meteorological feature; meteorology; atmosphere; ambience; scene","6","个","",""
"2984","气魄","氣魄","qìpò","(名) noun","spirit; boldness; positive outlook; imposing attitude","6","","",""
"2985","氢","氫","qīng","(名) noun","hydrogen (chemistry)","6","","",""
"2986","氧气","氧氣","yǎngqì","(名) noun","oxygen","6","","",""
"2987","水","Same","shuǐ","(名) noun","water; river; liquid; beverage; additional charges or income; (of clothes) measure word for number of washes; (Chinese surname)","1","杯, 瓶, 桶, 滴","",""
"2988","水利","Same","shuǐlì","(名) noun","water conservancy; irrigation works","6","","",""
"2989","水平","Same","shuǐpíng","(名) noun","level (of achievement etc); standard; horizontal","3","","",""
"2990","水果","Same","shuǐguǒ","(名) noun","fruit","1","个","",""
"2991","水泥","Same","shuǐní","(名) noun","cement","6","袋","",""
"2992","水龙头","水龍頭","shuǐ lóngtóu","(名) noun","faucet; tap","6","","",""
"2993","永恒","永恆","yǒnghéng","(副) adverb","eternal; everlasting; fig. to pass into eternity (i.e. to die)","6","","",""
"2994","永远","永遠","yǒngyuǎn","(副) adverb","forever; eternal","4","","",""
"2995","汇报","彙報","huìbào","(动) verb","to report; to give an account of; report","6","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%8C%AF%E5%A0%B1&amp;cache=14192"" class=""pinyin"">hu&igrave;b&agrave;o</a> to report; to give an account of; to collect information and report back (<span class=""zh"">匯報</span>)"
"2995","汇报","","huìbào","(动) verb","to report; to give an account of; to collect information and report back","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E5%BD%99%E5%A0%B1&amp;cache=32915"" class=""pinyin"">hu&igrave;b&agrave;o</a> to report; to give an account of; report (<span class=""zh"">彙報</span>)"
"2996","汇率","匯率","huìlǜ","(名) noun","exchange rate","5","","",""
"2997","汉语","漢語","hànyǔ","(名) noun","Chinese language","1","门","",""
"2998","汗","Same","hàn","(名) noun","perspiration; sweat; to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)","4","滴, 头, 身","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%B1%97&amp;cache=51513"" class=""pinyin"">h&aacute;n</a> see <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E5%8F%AF%E6%B1%97"">可汗</a>, <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E6%B1%97%E5%9C%8B"">汗國</a>"
"2998","汗","","hán","","see 可汗, 汗國","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%B1%97&amp;cache=51514"" class=""pinyin"">h&agrave;n</a> perspiration; sweat; to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)"
"2999","池塘","Same","chítáng","(名) noun","pool; pond","6","","",""
"3000","池子","Same","chízi","(名) noun","pond; bathhouse pool; dance floor of a ballroom; (old) stalls (front rows in a theater)","5","个","",""
"3001","污染","Same","wūrǎn","(名) noun, (动) verb","pollution; contamination","4","个","",""
"3002","污蔑","污衊","wūmiè","(名) noun","to slander; to smear; to tarnish","6","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%B1%A1%E8%94%91&amp;cache=51669"" class=""pinyin"">wūmi&egrave;</a> variant of <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E6%B1%A1%E8%A1%8A"">污衊</a> (<span class=""zh"">污蔑</span>)"
"3002","污蔑","","wūmiè","(名) noun","variant of 污衊","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%B1%A1%E8%A1%8A&amp;cache=51670"" class=""pinyin"">wūmi&egrave;</a> to slander; to smear; to tarnish (<span class=""zh"">污衊</span>)"
"3003","汤","湯","tāng","(名) noun","soup; hot or boiling water; decoction of medicinal herbs; water in which something has been boiled; (Chinese surname)","4","碗","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%B9%AF&amp;cache=54995"" class=""pinyin"">shāng</a> rushing current"
"3003","汤","","shāng","","rushing current","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%B9%AF&amp;cache=488"" class=""pinyin"">tāng</a> soup; hot or boiling water; decoction of medicinal herbs; water in which something has been boiled; (Chinese surname)"
"3004","汽油","Same","qìyóu","(名) noun","gasoline","5","升","",""
"3005","沉思","Same","chénsī","(动) verb","to contemplate; to ponder; contemplation; meditation","6","","",""
"3006","沉淀","沉澱","chéndiàn","(名) noun","to settle; to precipitate (solid sediment out of a solution)","6","","",""
"3007","沉着","沉著","chénzhuó","(形) adjective","steady; calm and collected; not nervous","6","","",""
"3008","沉重","Same","chénzhòng","(形) adjective","heavy; hard; serious; critical","6","","",""
"3009","沉闷","沉悶","chénmèn","(形) adjective","oppressive (of weather); heavy; depressed; not happy","6","","",""
"3010","沉默","Same","chénmò","(形) adjective","taciturn; uncommunicative; silent","5","","",""
"3011","沐浴","Same","mùyù","(动) verb","to take a bath; to bathe; to immerse","6","","",""
"3012","沙发","沙發","shāfā","(名) noun","sofa","4","条, 张","",""
"3013","沙滩","沙灘","shātān","(名) noun","beach; sandy shore","5","片","",""
"3014","沙漠","Same","shāmò","(名) noun","desert","5","个","",""
"3015","沟通","溝通","gōutōng","(名) noun, (动) verb","to join; to connect; to link up; to communicate","5","","",""
"3016","没","沒","méi","(形) adjective, (副) adverb","(negative prefix for verbs); have not; not","1","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%B2%92&amp;cache=51901"" class=""pinyin"">m&ograve;</a> drowned; to end; to die; to inundate"
"3016","没","","mò","","drowned; to end; to die; to inundate","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E6%B2%92&amp;cache=51900"" class=""pinyin"">m&eacute;i</a> (negative prefix for verbs); have not; not"
"3017","没关系","沒關係","méi guānxi","(形) adjective, (习惯用语) idiomatic expression","it doesn't matter","1","","",""
"3018","没辙","沒轍","méizhé","(习惯用语) idiomatic expression","(idiom) unable to solve; no way to escape a problem","6","","",""
"3019","沮丧","沮喪","jǔsàng","(形) adjective","dispirited; dejected; dismayed","6","","",""
"3020","河","Same","hé","(名) noun","river","3","条, 道","江",""
"3021","沸腾","沸騰","fèiténg","(形) adjective","boiling; ebullition","6","","",""
"3022","油漆","Same","yóuqī","(名) noun, (动) verb","oil paints; lacquer; to paint","6","层","",""
